age_min,age_max,landmark,max_fu_days,n,events,n_vax,events_vax,n_unvax,events_unvax,HR,CI_lower,CI_upper,p_value
28,48,0,All,695,50,168,7,527,43,0.514602543451773,0.23147519161998098,1.1440352457372154,0.1031270622579466
28,48,0,365,695,24,168,3,527,21,0.4418188905042086,0.13178268919352307,1.4812562499746278,0.18568626662660426
28,48,0,400,695,24,168,3,527,21,0.44181889050420853,0.131782689193523,1.4812562499746276,0.18568626662660415
28,48,0,450,695,24,168,3,527,21,0.44181889050420853,0.131782689193523,1.4812562499746276,0.18568626662660415
28,48,0,500,695,25,168,3,527,22,0.4214698650192888,0.12614652440848548,1.408178687065186,0.1603675639536919
28,48,0,550,695,25,168,3,527,22,0.4214698650192888,0.12614652440848548,1.4081786870651862,0.1603675639536919
28,48,0,600,695,27,168,3,527,24,0.38573568590822455,0.11615134598551613,1.2810184687971036,0.1198072416469905
28,48,0,650,695,29,168,3,527,26,0.3551998557979909,0.10750734616320448,1.1735657335209666,0.08959778597217145
28,48,0,700,695,30,168,3,527,27,0.34159346820688163,0.10362614521054857,1.1260295100673865,0.07757016094690303
28,48,0,730,695,30,168,3,527,27,0.34159346820688163,0.10362614521054857,1.1260295100673865,0.07757016094690303
28,48,0,750,695,30,168,3,527,27,0.34159346820688163,0.10362614521054857,1.1260295100673865,0.07757016094690303
28,48,0,800,695,30,168,3,527,27,0.3415934682068818,0.10362614521054865,1.1260295100673865,0.07757016094690308
28,48,0,850,695,30,168,3,527,27,0.3415934682068817,0.10362614521054857,1.1260295100673867,0.07757016094690308
28,48,0,900,695,32,168,3,527,29,0.31800705472702956,0.09686936777830632,1.0439676563968188,0.05888477834381214
28,48,0,730,695,30,168,3,527,27,0.34159346820688163,0.10362614521054857,1.1260295100673865,0.07757016094690303
28,48,0,760,695,30,168,3,527,27,0.34159346820688163,0.10362614521054857,1.1260295100673865,0.07757016094690303
28,48,0,790,695,30,168,3,527,27,0.3415934682068818,0.10362614521054865,1.1260295100673865,0.07757016094690308
28,48,0,820,695,30,168,3,527,27,0.3415934682068818,0.10362614521054865,1.1260295100673865,0.07757016094690308
28,48,0,1095,695,34,168,5,527,29,0.5314046540002085,0.20569702510292928,1.3728487621625791,0.1916874184307923
28,48,0,1460,695,40,168,5,527,35,0.4448192607118948,0.17426253053617985,1.1354372858667783,0.09020143352314854
28,48,0,1825,695,44,168,6,527,38,0.4948814967935336,0.20918754381784516,1.1707565919023706,0.10934196922937302
28,48,30,All,687,42,167,6,520,36,0.5277863599883392,0.22236078729824912,1.2527318560718832,0.14731715481745433
28,48,30,365,687,16,167,2,520,14,0.43904805238043254,0.09978164301656393,1.9318502529273045,0.27619027604284374
28,48,30,400,687,16,167,2,520,14,0.43904805238043254,0.09978164301656393,1.9318502529273045,0.27619027604284374
28,48,30,450,687,16,167,2,520,14,0.4390480523804326,0.09978164301656398,1.9318502529273043,0.27619027604284374
28,48,30,500,687,17,167,2,520,15,0.40955078590478533,0.09365545444384965,1.7909458368576867,0.23567283851745713
28,48,30,550,687,17,167,2,520,15,0.4095507859047854,0.09365545444384961,1.7909458368576878,0.23567283851745735
28,48,30,600,687,19,167,2,520,17,0.3607949591219858,0.08335570146954453,1.5616568540952938,0.1726556268533882
28,48,30,650,687,21,167,2,520,19,0.3219308938131949,0.0749844172675076,1.3821471736137885,0.12734664400125564
28,48,30,700,687,22,167,2,520,20,0.3053780987826318,0.07137626083836002,1.3065378057178354,0.10971699302248572
28,48,30,730,687,22,167,2,520,20,0.3053780987826318,0.07137626083836002,1.3065378057178354,0.10971699302248572
28,48,30,750,687,22,167,2,520,20,0.3053780987826318,0.07137626083836002,1.3065378057178354,0.10971699302248572
28,48,30,800,687,22,167,2,520,20,0.3053780987826318,0.07137626083836002,1.3065378057178354,0.10971699302248572
28,48,30,850,687,22,167,2,520,20,0.3053780987826318,0.07137626083836002,1.3065378057178354,0.10971699302248572
28,48,30,900,687,24,167,2,520,22,0.27773879680467156,0.06530806890445291,1.1811532716326734,0.08281678615219298
28,48,30,730,687,22,167,2,520,20,0.3053780987826318,0.07137626083836002,1.3065378057178354,0.10971699302248572
28,48,30,760,687,22,167,2,520,20,0.3053780987826318,0.07137626083836002,1.3065378057178354,0.10971699302248572
28,48,30,790,687,22,167,2,520,20,0.3053780987826318,0.07137626083836002,1.3065378057178354,0.10971699302248572
28,48,30,820,687,22,167,2,520,20,0.3053780987826318,0.07137626083836002,1.3065378057178354,0.10971699302248572
28,48,30,1095,687,26,167,4,520,22,0.5576426251268423,0.19215883065882347,1.6182722193520855,0.28262200327399745
28,48,30,1460,687,32,167,4,520,28,0.44416491064659497,0.15578371302911856,1.266386992668626,0.12896477335158038
28,48,30,1825,687,36,167,5,520,31,0.5056005511001596,0.19658095370770085,1.3003900553503673,0.15706085550320018
28,48,60,All,683,38,167,6,516,32,0.5950260949269601,0.24876557220882922,1.4232518209827334,0.24330299459921734
28,48,60,365,683,12,167,2,516,10,0.612596330411256,0.13422197358527627,2.795922709294025,0.5269622986042048
28,48,60,400,683,12,167,2,516,10,0.612596330411256,0.13422197358527627,2.795922709294025,0.5269622986042048
28,48,60,450,683,12,167,2,516,10,0.612596330411256,0.13422197358527627,2.795922709294025,0.5269622986042048
28,48,60,500,683,13,167,2,516,11,0.5566471482875982,0.12337960028825776,2.511404210848338,0.4460064545213489
28,48,60,550,683,13,167,2,516,11,0.5566471482875983,0.12337960028825776,2.5114042108483385,0.4460064545213489
28,48,60,600,683,15,167,2,516,13,0.470271018764922,0.1061209534593241,2.0839883536757493,0.3205771217870387
28,48,60,650,683,17,167,2,516,15,0.4063475714693683,0.09292260815476774,1.7769448374074868,0.23157956420969472
28,48,60,700,683,18,167,2,516,16,0.38033290286268606,0.08744735719815451,1.6541736838561678,0.1974204267744375
28,48,60,730,683,18,167,2,516,16,0.38033290286268595,0.08744735719815443,1.654173683856168,0.1974204267744375
28,48,60,750,683,18,167,2,516,16,0.38033290286268595,0.08744735719815443,1.654173683856168,0.1974204267744375
28,48,60,800,683,18,167,2,516,16,0.3803329028626859,0.08744735719815443,1.6541736838561678,0.1974204267744375
28,48,60,850,683,18,167,2,516,16,0.3803329028626859,0.08744735719815443,1.6541736838561676,0.19742042677443739
28,48,60,900,683,20,167,2,516,18,0.3383753667025187,0.07851177401437749,1.4583530970793823,0.14600404437308778
28,48,60,730,683,18,167,2,516,16,0.38033290286268595,0.08744735719815443,1.654173683856168,0.1974204267744375
28,48,60,760,683,18,167,2,516,16,0.38033290286268595,0.08744735719815443,1.654173683856168,0.1974204267744375
28,48,60,790,683,18,167,2,516,16,0.3803329028626859,0.08744735719815443,1.6541736838561678,0.1974204267744375
28,48,60,820,683,18,167,2,516,16,0.38033290286268595,0.08744735719815443,1.654173683856168,0.1974204267744375
28,48,60,1095,683,22,167,4,516,18,0.6800637209225895,0.23014875760805922,2.009511888405182,0.48548935268061477
28,48,60,1460,683,28,167,4,516,24,0.5183084403609418,0.17982204338656377,1.4939416452514014,0.2236895716161903
28,48,60,1825,683,32,167,5,516,27,0.5812214551016875,0.22380372400696322,1.5094403874173803,0.2651074175812237
28,48,90,All,681,38,167,6,514,32,0.5950260949269602,0.24876557220882922,1.4232518209827336,0.24330299459921745
28,48,90,365,681,12,167,2,514,10,0.612596330411256,0.13422197358527627,2.795922709294025,0.5269622986042048
28,48,90,400,681,12,167,2,514,10,0.612596330411256,0.13422197358527627,2.7959227092940258,0.5269622986042048
28,48,90,450,681,12,167,2,514,10,0.612596330411256,0.13422197358527627,2.7959227092940258,0.5269622986042048
28,48,90,500,681,13,167,2,514,11,0.5566471482875984,0.12337960028825776,2.511404210848339,0.4460064545213491
28,48,90,550,681,13,167,2,514,11,0.5566471482875984,0.12337960028825776,2.511404210848339,0.4460064545213491
28,48,90,600,681,15,167,2,514,13,0.470271018764922,0.1061209534593241,2.0839883536757493,0.3205771217870387
28,48,90,650,681,17,167,2,514,15,0.40634757146936823,0.09292260815476774,1.7769448374074863,0.23157956420969472
28,48,90,700,681,18,167,2,514,16,0.3803329028626859,0.08744735719815443,1.6541736838561678,0.19742042677443739
28,48,90,730,681,18,167,2,514,16,0.38033290286268595,0.08744735719815443,1.6541736838561678,0.19742042677443739
28,48,90,750,681,18,167,2,514,16,0.38033290286268595,0.08744735719815443,1.6541736838561678,0.19742042677443739
28,48,90,800,681,18,167,2,514,16,0.38033290286268595,0.08744735719815443,1.6541736838561678,0.19742042677443739
28,48,90,850,681,18,167,2,514,16,0.380332902862686,0.08744735719815447,1.6541736838561678,0.1974204267744375
28,48,90,900,681,20,167,2,514,18,0.3383753667025187,0.07851177401437749,1.4583530970793823,0.14600404437308778
28,48,90,730,681,18,167,2,514,16,0.38033290286268595,0.08744735719815443,1.6541736838561678,0.19742042677443739
28,48,90,760,681,18,167,2,514,16,0.38033290286268595,0.08744735719815443,1.6541736838561678,0.19742042677443739
28,48,90,790,681,18,167,2,514,16,0.38033290286268595,0.08744735719815443,1.6541736838561678,0.19742042677443739
28,48,90,820,681,18,167,2,514,16,0.38033290286268595,0.08744735719815443,1.6541736838561678,0.19742042677443739
28,48,90,1095,681,22,167,4,514,18,0.6800637209225897,0.23014875760805928,2.009511888405183,0.4854893526806151
28,48,90,1460,681,28,167,4,514,24,0.5183084403609417,0.1798220433865636,1.493941645251402,0.22368957161619052
28,48,90,1825,681,32,167,5,514,27,0.5812214551016875,0.22380372400696322,1.5094403874173803,0.2651074175812237
28,48,120,All,678,35,167,6,511,29,0.6584590105283592,0.27333515883842074,1.5862147789128187,0.35158687329197114
28,48,120,365,678,9,167,2,511,7,0.8742966093216352,0.1816208263748791,4.208738481860774,0.8669407251261227
28,48,120,400,678,9,167,2,511,7,0.874296609321635,0.18162082637487917,4.208738481860771,0.8669407251261224
28,48,120,450,678,9,167,2,511,7,0.874296609321635,0.18162082637487917,4.208738481860771,0.8669407251261224
28,48,120,500,678,10,167,2,511,8,0.7646215437198923,0.16236755958883187,3.6007568667109835,0.7342563741786305
28,48,120,550,678,10,167,2,511,8,0.7646215437198923,0.16236755958883187,3.6007568667109835,0.7342563741786305
28,48,120,600,678,12,167,2,511,10,0.6106025930696181,0.1337849236839945,2.786827666351961,0.5242175407702816
28,48,120,650,678,14,167,2,511,12,0.5070772670072621,0.11348598226454167,2.2657190745917597,0.3739308290601907
28,48,120,700,678,15,167,2,511,13,0.46721455443398613,0.10543024191832731,2.0704632361941133,0.31641556004252447
28,48,120,730,678,15,167,2,511,13,0.4672145544339862,0.10543024191832731,2.0704632361941138,0.31641556004252447
28,48,120,750,678,15,167,2,511,13,0.4672145544339862,0.10543024191832731,2.0704632361941138,0.31641556004252447
28,48,120,800,678,15,167,2,511,13,0.46721455443398613,0.10543024191832731,2.0704632361941133,0.31641556004252447
28,48,120,850,678,15,167,2,511,13,0.46721455443398613,0.10543024191832731,2.0704632361941133,0.31641556004252447
28,48,120,900,678,17,167,2,511,15,0.40543436307581315,0.09271338419942,1.772958933406279,0.2304170710339194
28,48,120,730,678,15,167,2,511,13,0.4672145544339862,0.10543024191832731,2.0704632361941138,0.31641556004252447
28,48,120,760,678,15,167,2,511,13,0.4672145544339862,0.10543024191832731,2.0704632361941138,0.31641556004252447
28,48,120,790,678,15,167,2,511,13,0.46721455443398613,0.10543024191832731,2.0704632361941133,0.31641556004252447
28,48,120,820,678,15,167,2,511,13,0.46721455443398613,0.10543024191832731,2.0704632361941133,0.31641556004252447
28,48,120,1095,678,19,167,4,511,15,0.815601276383433,0.2706788108481484,2.4575453097119864,0.7172010803930683
28,48,120,1460,678,25,167,4,511,21,0.5932457629968255,0.20361698227523123,1.728443921430698,0.3385568924313287
28,48,120,1825,678,29,167,5,511,24,0.6553616106905724,0.25001775389739445,1.7178733672777686,0.39008083432745233
28,48,150,All,677,34,166,5,511,29,0.549326827544207,0.2126080473052443,1.4193252197389405,0.21610780473663704
28,48,150,365,677,8,166,1,511,7,0.4371502643162515,0.05378241395069981,3.553212649899697,0.4389105631555482
28,48,150,400,677,8,166,1,511,7,0.4371502643162515,0.05378241395069981,3.553212649899697,0.4389105631555482
28,48,150,450,677,8,166,1,511,7,0.43715026431625165,0.053782413950700006,3.5532126498996877,0.43891056315554766
28,48,150,500,677,9,166,1,511,8,0.38229072052076785,0.04781241460156706,3.056657903897157,0.36462912208627374
28,48,150,550,677,9,166,1,511,8,0.38229072052076785,0.04781241460156706,3.056657903897157,0.36462912208627374
28,48,150,600,677,11,166,1,511,10,0.3052381940694293,0.03907270555650574,2.384538101259113,0.25787120163514465
28,48,150,650,677,13,166,1,511,12,0.25342578474348587,0.032951295540288965,1.9490774890573066,0.1872268343366007
28,48,150,700,677,14,166,1,511,13,0.23347972931588043,0.030541828720503723,1.7848565814535065,0.160993318120647
28,48,150,730,677,14,166,1,511,13,0.23347972931588037,0.03054182872050371,1.784856581453506,0.16099331812064677
28,48,150,750,677,14,166,1,511,13,0.23347972931588037,0.03054182872050371,1.784856581453506,0.16099331812064677
28,48,150,800,677,14,166,1,511,13,0.23347972931588043,0.030541828720503723,1.7848565814535065,0.160993318120647
28,48,150,850,677,14,166,1,511,13,0.23347972931588043,0.030541828720503723,1.7848565814535065,0.160993318120647
28,48,150,900,677,16,166,1,511,15,0.20263617752071642,0.026765756535409132,1.5341027400397236,0.12219024745565601
28,48,150,730,677,14,166,1,511,13,0.23347972931588037,0.03054182872050371,1.784856581453506,0.16099331812064677
28,48,150,760,677,14,166,1,511,13,0.23347972931588037,0.03054182872050371,1.784856581453506,0.16099331812064677
28,48,150,790,677,14,166,1,511,13,0.23347972931588043,0.030541828720503723,1.7848565814535065,0.160993318120647
28,48,150,820,677,14,166,1,511,13,0.23347972931588043,0.030541828720503723,1.7848565814535065,0.160993318120647
28,48,150,1095,677,18,166,3,511,15,0.6116736183395535,0.17707038902373526,2.11297110395149,0.4370438864224906
28,48,150,1460,677,24,166,3,511,21,0.4452423441255873,0.13279215168311567,1.492864920778702,0.18990920636799113
28,48,150,1825,677,28,166,4,511,24,0.5247834555168355,0.1820611343827693,1.5126659301440382,0.23257834138652567
28,48,180,All,676,34,166,5,510,29,0.549326827544207,0.2126080473052443,1.4193252197389408,0.21610780473663727
28,48,180,365,676,8,166,1,510,7,0.4371502643162515,0.05378241395069981,3.553212649899697,0.4389105631555481
28,48,180,400,676,8,166,1,510,7,0.4371502643162516,0.05378241395070003,3.553212649899686,0.43891056315554755
28,48,180,450,676,8,166,1,510,7,0.43715026431625165,0.05378241395070003,3.553212649899686,0.43891056315554755
28,48,180,500,676,9,166,1,510,8,0.38229072052076796,0.04781241460156708,3.0566579038971575,0.36462912208627396
28,48,180,550,676,9,166,1,510,8,0.38229072052076785,0.04781241460156708,3.0566579038971575,0.36462912208627374
28,48,180,600,676,11,166,1,510,10,0.3052381940694293,0.03907270555650574,2.384538101259113,0.25787120163514465
28,48,180,650,676,13,166,1,510,12,0.25342578474348587,0.03295129554028898,1.9490774890573057,0.1872268343366007
28,48,180,700,676,14,166,1,510,13,0.23347972931588037,0.03054182872050371,1.784856581453506,0.16099331812064677
28,48,180,730,676,14,166,1,510,13,0.23347972931588037,0.03054182872050371,1.784856581453506,0.16099331812064677
28,48,180,750,676,14,166,1,510,13,0.23347972931588037,0.03054182872050371,1.784856581453506,0.16099331812064677
28,48,180,800,676,14,166,1,510,13,0.23347972931588037,0.03054182872050371,1.784856581453506,0.16099331812064677
28,48,180,850,676,14,166,1,510,13,0.23347972931588049,0.030541828720503737,1.784856581453507,0.160993318120647
28,48,180,900,676,16,166,1,510,15,0.20263617752071633,0.026765756535409132,1.534102740039723,0.12219024745565589
28,48,180,730,676,14,166,1,510,13,0.23347972931588037,0.03054182872050371,1.784856581453506,0.16099331812064677
28,48,180,760,676,14,166,1,510,13,0.23347972931588037,0.03054182872050371,1.784856581453506,0.16099331812064677
28,48,180,790,676,14,166,1,510,13,0.23347972931588037,0.03054182872050371,1.784856581453506,0.16099331812064677
28,48,180,820,676,14,166,1,510,13,0.23347972931588049,0.030541828720503737,1.784856581453507,0.160993318120647
28,48,180,1095,676,18,166,3,510,15,0.6116736183395535,0.17707038902373526,2.11297110395149,0.4370438864224906
28,48,180,1460,676,24,166,3,510,21,0.4452423441255873,0.13279215168311567,1.492864920778702,0.18990920636799113
28,48,180,1825,676,28,166,4,510,24,0.5247834555168356,0.18206113438276933,1.512665930144038,0.23257834138652567
29,49,0,All,671,49,163,7,508,42,0.5241524932951311,0.23545346296371064,1.1668371013504535,0.11362669939354435
29,49,0,365,671,24,163,3,508,21,0.4388730981028947,0.13090405486818477,1.4713799082265504,0.18210974580499728
29,49,0,400,671,24,163,3,508,21,0.4388730981028947,0.13090405486818477,1.4713799082265504,0.18210974580499728
29,49,0,450,671,24,163,3,508,21,0.4388730981028949,0.13090405486818485,1.4713799082265508,0.1821097458049975
29,49,0,500,671,25,163,3,508,22,0.41867111180081895,0.12530887442185926,1.3988275025631902,0.1571676194833645
29,49,0,550,671,25,163,3,508,22,0.4186711118008189,0.12530887442185926,1.39882750256319,0.15716761948336438
29,49,0,600,671,27,163,3,508,24,0.3831827912114461,0.11538264978005636,1.272540124190958,0.11724872576836298
29,49,0,650,671,29,163,3,508,26,0.3528965876587915,0.10681029023654887,1.1659550901454698,0.08760049640765012
29,49,0,700,671,30,163,3,508,27,0.33939570161434596,0.10295951050241967,1.1187838958459992,0.07580396850128863
29,49,0,730,671,30,163,3,508,27,0.33939570161434596,0.10295951050241967,1.1187838958459992,0.07580396850128863
