age_min,age_max,landmark,max_fu_days,n,events,n_vax,events_vax,n_unvax,events_unvax,HR,CI_lower,CI_upper,p_value
30,53,60,400,688,11,171,2,517,9,0.6665316799099629,0.1440102307197721,3.084950826779012,0.6038085365064342
30,53,60,450,688,12,171,2,517,10,0.6001937960649081,0.131504633573608,2.7393148290335265,0.5098600151440409
30,53,60,500,688,13,171,2,517,11,0.5450055847565771,0.12079919512059233,2.4588830009946356,0.4297705976868872
30,53,60,550,688,13,171,2,517,11,0.5450055847565773,0.12079919512059233,2.4588830009946374,0.4297705976868875
30,53,60,600,688,15,171,2,517,13,0.4599041839367255,0.1037812449941924,2.0380547411465497,0.3064886012907676
30,53,60,650,688,18,171,2,517,16,0.37165936173880176,0.08545264335498778,1.6164588448630006,0.18693868640343825
30,53,60,700,688,19,171,2,517,17,0.3491966293465617,0.08067506016616512,1.5114743725737008,0.15930376961212034
30,53,60,730,688,19,171,2,517,17,0.3491966293465616,0.08067506016616509,1.5114743725737008,0.15930376961212034
30,53,60,750,688,19,171,2,517,17,0.3491966293465617,0.08067506016616512,1.5114743725737008,0.15930376961212034
30,53,60,800,688,19,171,2,517,17,0.3491966293465617,0.08067506016616516,1.5114743725737,0.15930376961212023
30,53,60,850,688,20,171,3,517,17,0.5236691207376235,0.15346024236500358,1.7869732498001931,0.30160719443738504
30,53,60,900,688,22,171,3,517,19,0.4686209981949186,0.13867141361261434,1.5836403064490376,0.22245704589215365
30,53,60,730,688,19,171,2,517,17,0.3491966293465616,0.08067506016616509,1.5114743725737008,0.15930376961212034
30,53,60,760,688,19,171,2,517,17,0.3491966293465617,0.08067506016616512,1.5114743725737008,0.15930376961212034
30,53,60,790,688,19,171,2,517,17,0.3491966293465617,0.08067506016616516,1.5114743725737,0.15930376961212023
30,53,60,820,688,20,171,3,517,17,0.5236691207376235,0.15346024236500358,1.7869732498001931,0.30160719443738504
30,53,60,1095,688,24,171,5,517,19,0.7838419767767979,0.2926668203488235,2.099343696784821,0.6280039595056395
30,53,60,1460,688,30,171,5,517,25,0.6004822073857172,0.2298655798249606,1.56865104232395,0.2978583590339129
30,53,60,1825,688,34,171,6,517,28,0.6452584308470816,0.26716674876233487,1.5584216393246615,0.3301506483735689
30,53,90,All,686,39,171,7,515,32,0.6623155887203321,0.292323413161381,1.5006048756682757,0.3234647869864651
30,53,90,365,686,11,171,2,515,9,0.6665316799099631,0.14401023071977212,3.084950826779013,0.6038085365064344
30,53,90,400,686,11,171,2,515,9,0.666531679909963,0.1440102307197721,3.084950826779012,0.6038085365064344
30,53,90,450,686,12,171,2,515,10,0.6001937960649082,0.131504633573608,2.7393148290335265,0.5098600151440411
30,53,90,500,686,13,171,2,515,11,0.5450055847565773,0.12079919512059233,2.4588830009946374,0.4297705976868875
30,53,90,550,686,13,171,2,515,11,0.5450055847565773,0.12079919512059233,2.4588830009946374,0.4297705976868875
30,53,90,600,686,15,171,2,515,13,0.4599041839367256,0.1037812449941924,2.038054741146551,0.30648860129076794
30,53,90,650,686,18,171,2,515,16,0.37165936173880176,0.08545264335498778,1.6164588448630006,0.18693868640343825
30,53,90,700,686,19,171,2,515,17,0.3491966293465617,0.08067506016616512,1.5114743725737005,0.15930376961212023
30,53,90,730,686,19,171,2,515,17,0.3491966293465616,0.08067506016616509,1.5114743725737008,0.15930376961212034
30,53,90,750,686,19,171,2,515,17,0.3491966293465616,0.08067506016616509,1.5114743725737008,0.15930376961212034
30,53,90,800,686,19,171,2,515,17,0.3491966293465616,0.08067506016616512,1.5114743725737005,0.15930376961212023
30,53,90,850,686,20,171,3,515,17,0.5236691207376235,0.15346024236500358,1.7869732498001933,0.30160719443738504
30,53,90,900,686,22,171,3,515,19,0.4686209981949185,0.13867141361261434,1.583640306449037,0.22245704589215343
30,53,90,730,686,19,171,2,515,17,0.3491966293465616,0.08067506016616509,1.5114743725737008,0.15930376961212034
30,53,90,760,686,19,171,2,515,17,0.3491966293465616,0.08067506016616509,1.5114743725737008,0.15930376961212034
30,53,90,790,686,19,171,2,515,17,0.3491966293465616,0.08067506016616512,1.5114743725737005,0.15930376961212023
30,53,90,820,686,20,171,3,515,17,0.5236691207376236,0.1534602423650036,1.7869732498001933,0.30160719443738504
30,53,90,1095,686,24,171,5,515,19,0.783841976776798,0.2926668203488236,2.0993436967848216,0.6280039595056397
30,53,90,1460,686,30,171,5,515,25,0.6004822073857172,0.2298655798249606,1.5686510423239501,0.2978583590339129
30,53,90,1825,686,34,171,6,515,28,0.6452584308470817,0.2671667487623349,1.558421639324662,0.33015064837356933
30,53,120,All,683,36,171,7,512,29,0.7312837228199092,0.32033096572616243,1.6694479787461551,0.4574212326837709
30,53,120,365,683,8,171,2,512,6,0.9989937840743647,0.2016259457636777,4.949703158684467,0.9990162265975912
30,53,120,400,683,8,171,2,512,6,0.9989937840743648,0.2016259457636777,4.949703158684467,0.9990162265975913
30,53,120,450,683,9,171,2,512,7,0.8569570104577664,0.1780189746191314,4.125264283450098,0.847327114253267
30,53,120,500,683,10,171,2,512,8,0.7487622453586219,0.15899963698575909,3.5260766043428107,0.7143795073533639
30,53,120,550,683,10,171,2,512,8,0.7487622453586217,0.15899963698575903,3.5260766043428102,0.7143795073533639
30,53,120,600,683,12,171,2,512,10,0.59705864716596,0.13081677864513486,2.7250252746451045,0.5055301161909896
30,53,120,650,683,15,171,2,512,13,0.4564386981163327,0.10299785783792391,2.022724447978015,0.30180673455128226
30,53,120,700,683,16,171,2,512,14,0.4230310731293647,0.0961398099975758,1.8614067246179742,0.2550928260890204
30,53,120,730,683,16,171,2,512,14,0.42303107312936483,0.0961398099975758,1.8614067246179746,0.2550928260890206
30,53,120,750,683,16,171,2,512,14,0.42303107312936483,0.0961398099975758,1.8614067246179746,0.2550928260890206
30,53,120,800,683,16,171,2,512,14,0.42303107312936483,0.0961398099975758,1.8614067246179746,0.2550928260890206
30,53,120,850,683,17,171,3,512,14,0.6344551377755797,0.18232200371435514,2.2078153686840842,0.47452063435930114
30,53,120,900,683,19,171,3,512,16,0.5553820126416477,0.16182213052940236,1.9061001048298731,0.34992576825121635
30,53,120,730,683,16,171,2,512,14,0.42303107312936483,0.0961398099975758,1.8614067246179746,0.2550928260890206
30,53,120,760,683,16,171,2,512,14,0.42303107312936483,0.0961398099975758,1.8614067246179746,0.2550928260890206
30,53,120,790,683,16,171,2,512,14,0.42303107312936483,0.0961398099975758,1.8614067246179746,0.2550928260890206
30,53,120,820,683,17,171,3,512,14,0.6344551377755799,0.18232200371435517,2.2078153686840847,0.4745206343593015
30,53,120,1095,683,21,171,5,512,16,0.9296166584478244,0.34054125502832405,2.5376870464397077,0.886729914991097
30,53,120,1460,683,27,171,5,512,22,0.6822876614864987,0.25836015395685064,1.8018121056486984,0.4403407659559876
30,53,120,1825,683,31,171,6,512,25,0.7228221029119248,0.29651298223895267,1.7620536831570148,0.47524446445246893
30,53,150,All,682,35,170,6,512,29,0.6270133297087088,0.26030603827316773,1.5103211521348996,0.29800746290586944
30,53,150,365,682,7,170,1,512,6,0.49956389865664497,0.060141045089900695,4.149646692503771,0.5205244801173209
30,53,150,400,682,7,170,1,512,6,0.49956389865664486,0.060141045089900695,4.149646692503771,0.5205244801173208
30,53,150,450,682,8,170,1,512,7,0.4285709556228752,0.052726954490170515,3.4834756867617918,0.4280254303500177
30,53,150,500,682,9,170,1,512,8,0.3743925300016423,0.04682454842735441,2.9935102681982286,0.35430996725216346
30,53,150,550,682,9,170,1,512,8,0.37439253000164213,0.04682454842735437,2.9935102681982273,0.35430996725216324
30,53,150,600,682,11,170,1,512,10,0.2984471137061441,0.03820323863080267,2.331495519013715,0.2489566638510612
30,53,150,650,682,14,170,1,512,13,0.22806730188494068,0.029833645879932466,1.7434910368787424,0.1543493191781222
30,53,150,700,682,15,170,1,512,14,0.21135694440180372,0.027791727080381322,1.6073761021639328,0.13322790357000389
30,53,150,730,682,15,170,1,512,14,0.21135694440180366,0.02779172708038131,1.6073761021639326,0.13322790357000378
30,53,150,750,682,15,170,1,512,14,0.21135694440180372,0.027791727080381336,1.6073761021639321,0.13322790357000378
30,53,150,800,682,15,170,1,512,14,0.21135694440180372,0.027791727080381322,1.6073761021639328,0.13322790357000389
30,53,150,850,682,16,170,2,512,14,0.4226695504623301,0.0960577126482798,1.8598147297360983,0.2546206868281985
30,53,150,900,682,18,170,2,512,16,0.370029708679912,0.085077807609183,1.6093736916060544,0.18498970973510143
30,53,150,730,682,15,170,1,512,14,0.21135694440180366,0.02779172708038131,1.6073761021639326,0.13322790357000378
30,53,150,760,682,15,170,1,512,14,0.21135694440180372,0.027791727080381336,1.6073761021639321,0.13322790357000378
30,53,150,790,682,15,170,1,512,14,0.21135694440180372,0.027791727080381322,1.6073761021639328,0.13322790357000389
30,53,150,820,682,16,170,2,512,14,0.4226695504623302,0.0960577126482798,1.8598147297360985,0.2546206868281987
30,53,150,1095,682,20,170,4,512,16,0.743441020122004,0.24853436538519716,2.2238556408222387,0.5958919654495289
30,53,150,1460,682,26,170,4,512,22,0.5458742643454249,0.18809937412753186,1.5841557892299443,0.2654231134762626
30,53,150,1825,682,30,170,5,512,25,0.6024590808111205,0.23062107023654974,1.5738238647470182,0.3009854690129631
30,53,180,All,681,35,170,6,511,29,0.627013329708709,0.26030603827316784,1.5103211521348996,0.29800746290586955
30,53,180,365,681,7,170,1,511,6,0.4995638986566451,0.060141045089900695,4.149646692503775,0.520524480117321
30,53,180,400,681,7,170,1,511,6,0.499563898656645,0.060141045089900695,4.149646692503774,0.520524480117321
30,53,180,450,681,8,170,1,511,7,0.42857095562287556,0.052726954490170556,3.483475686761795,0.42802543035001805
30,53,180,500,681,9,170,1,511,8,0.37439253000164224,0.04682454842735439,2.993510268198228,0.35430996725216335
30,53,180,550,681,9,170,1,511,8,0.37439253000164213,0.04682454842735437,2.9935102681982273,0.35430996725216324
30,53,180,600,681,11,170,1,511,10,0.2984471137061441,0.03820323863080269,2.331495519013714,0.24895666385106108
30,53,180,650,681,14,170,1,511,13,0.22806730188494065,0.029833645879932452,1.7434910368787422,0.1543493191781221
30,53,180,700,681,15,170,1,511,14,0.21135694440180372,0.027791727080381322,1.6073761021639328,0.13322790357000389
30,53,180,730,681,15,170,1,511,14,0.21135694440180372,0.027791727080381322,1.6073761021639328,0.13322790357000389
30,53,180,750,681,15,170,1,511,14,0.21135694440180366,0.027791727080381336,1.6073761021639317,0.13322790357000375
30,53,180,800,681,15,170,1,511,14,0.21135694440180372,0.027791727080381322,1.6073761021639328,0.13322790357000389
30,53,180,850,681,16,170,2,511,14,0.4226695504623301,0.0960577126482798,1.859814729736098,0.2546206868281985
30,53,180,900,681,18,170,2,511,16,0.37002970867991214,0.08507780760918304,1.609373691606055,0.18498970973510165
30,53,180,730,681,15,170,1,511,14,0.21135694440180372,0.027791727080381322,1.6073761021639328,0.13322790357000389
30,53,180,760,681,15,170,1,511,14,0.21135694440180366,0.027791727080381336,1.6073761021639317,0.13322790357000375
30,53,180,790,681,15,170,1,511,14,0.21135694440180372,0.027791727080381322,1.6073761021639328,0.13322790357000389
30,53,180,820,681,16,170,2,511,14,0.42266955046233007,0.09605771264827975,1.8598147297360978,0.2546206868281985
30,53,180,1095,681,20,170,4,511,16,0.743441020122004,0.2485343653851971,2.223855640822238,0.5958919654495288
30,53,180,1460,681,26,170,4,511,22,0.5458742643454251,0.18809937412753247,1.5841557892299403,0.2654231134762616
30,53,180,1825,681,30,170,5,511,25,0.6024590808111207,0.2306210702365498,1.5738238647470184,0.3009854690129633
30,54,0,All,711,51,175,8,536,43,0.5628118764195431,0.2646036946337873,1.1971004738890003,0.1354920043884835
30,54,0,365,711,23,175,3,536,20,0.45159855062725424,0.13419253726081712,1.519765965317846,0.19915126220596202
30,54,0,400,711,23,175,3,536,20,0.45159855062725435,0.13419253726081717,1.5197659653178464,0.19915126220596213
30,54,0,450,711,24,175,3,536,21,0.43010196616526775,0.128288194793711,1.441969789945923,0.17162586027627158
30,54,0,500,711,25,175,3,536,22,0.4102233754594063,0.12278069740193627,1.3705999504337008,0.1476774673080132
30,54,0,550,711,25,175,3,536,22,0.4102233754594063,0.12278069740193621,1.370599950433701,0.1476774673080133
30,54,0,600,711,27,175,3,536,24,0.37531927915660246,0.11301490756383702,1.2464246031176343,0.10953473303904863
30,54,0,650,711,30,175,3,536,27,0.3323365918431069,0.100817999388118,1.0955147984310103,0.07027955011772778
30,54,0,700,711,31,175,3,536,28,0.3200520705389399,0.09729839467786298,1.0527751068802362,0.06074565468495068
30,54,0,730,711,31,175,3,536,28,0.32005207053893986,0.09729839467786298,1.0527751068802358,0.06074565468495056
30,54,0,750,711,31,175,3,536,28,0.32005207053893986,0.09729839467786298,1.0527751068802358,0.06074565468495056
30,54,0,800,711,31,175,3,536,28,0.32005207053893986,0.09729839467786293,1.052775106880236,0.060745654684950606
30,54,0,850,711,32,175,4,536,28,0.4265315130460635,0.1496060705036502,1.216054475656624,0.11092483244147332
30,54,0,900,711,34,175,4,536,30,0.39789168374957007,0.14017267763966024,1.1294482966505999,0.08339581019274976
30,54,0,730,711,31,175,3,536,28,0.32005207053893986,0.09729839467786298,1.0527751068802358,0.06074565468495056
30,54,0,760,711,31,175,3,536,28,0.32005207053893986,0.09729839467786298,1.0527751068802358,0.06074565468495056
30,54,0,790,711,31,175,3,536,28,0.32005207053893986,0.09729839467786293,1.052775106880236,0.060745654684950606
30,54,0,820,711,32,175,4,536,28,0.4265315130460635,0.1496060705036502,1.216054475656624,0.11092483244147332
30,54,0,1095,711,36,175,6,536,30,0.5980735320671426,0.24892574169851917,1.4369423881941388,0.25038898072239946
30,54,0,1460,711,42,175,6,536,36,0.5009214949466905,0.2110606878693113,1.1888634810808454,0.11695368496620086
30,54,0,1825,711,46,175,7,536,39,0.5407643934606746,0.24187152130820855,1.2090143050047748,0.13423145098353645
30,54,30,All,705,45,175,8,530,37,0.6534184002843324,0.304283189443597,1.4031521314432591,0.2751305069412131
30,54,30,365,705,17,175,3,530,14,0.6423178894571576,0.18458525621136268,2.235131231956436,0.486557118146128
30,54,30,400,705,17,175,3,530,14,0.6423178894571574,0.18458525621136274,2.235131231956434,0.48655711814612757
30,54,30,450,705,18,175,3,530,15,0.5996577745405867,0.17359832790666585,2.0713877311093705,0.4187527693327002
30,54,30,500,705,19,175,3,530,16,0.5617116476001102,0.16366899993554085,1.9277931384311886,0.35928250094751935
30,54,30,550,705,19,175,3,530,16,0.5617116476001102,0.16366899993554088,1.9277931384311888,0.35928250094751946
30,54,30,600,705,21,175,3,530,18,0.49827454251186754,0.1467706322079389,1.6916021685023537,0.26397438196264034
30,54,30,650,705,24,175,3,530,21,0.42528137244540054,0.1268493047754467,1.4258197636101833,0.1659759014090506
30,54,30,700,705,25,175,3,530,22,0.40537723468527503,0.12132907611489117,1.3544214434260549,0.14235399778682692
30,54,30,730,705,25,175,3,530,22,0.4053772346852751,0.12132907611489117,1.3544214434260549,0.14235399778682692
30,54,30,750,705,25,175,3,530,22,0.40537723468527515,0.12132907611489122,1.354421443426055,0.14235399778682695
30,54,30,800,705,25,175,3,530,22,0.40537723468527515,0.12132907611489122,1.354421443426055,0.14235399778682695
30,54,30,850,705,26,175,4,530,22,0.5402842680994677,0.18617873606628416,1.5678863039002022,0.25736863693235357
30,54,30,900,705,28,175,4,530,24,0.49512074600558975,0.1717889307230626,1.4270101810012674,0.19305321969346023
30,54,30,730,705,25,175,3,530,22,0.4053772346852751,0.12132907611489117,1.3544214434260549,0.14235399778682692
30,54,30,760,705,25,175,3,530,22,0.40537723468527515,0.12132907611489122,1.354421443426055,0.14235399778682695
30,54,30,790,705,25,175,3,530,22,0.40537723468527515,0.12132907611489122,1.354421443426055,0.14235399778682695
30,54,30,820,705,26,175,4,530,22,0.5402842680994675,0.186178736066284,1.5678863039002024,0.25736863693235357
30,54,30,1095,705,30,175,6,530,24,0.7447461497556351,0.30441978879619463,1.8219801996747729,0.518496169996397
30,54,30,1460,705,36,175,6,530,30,0.5996993261984229,0.24959981148011673,1.4408635956501572,0.2529051859240691
30,54,30,1825,705,40,175,7,530,33,0.6379696721574255,0.2822104938106644,1.442204707191766,0.2801083537019752
30,54,60,All,700,40,175,8,525,32,0.7556837711246825,0.3482122732934979,1.6399708044176076,0.47854998721361686
30,54,60,365,700,12,175,3,525,9,0.996454359362558,0.2697608552577235,3.6807463756890564,0.9957489640896872
30,54,60,400,700,12,175,3,525,9,0.9964543593625579,0.26976085525772353,3.6807463756890555,0.9957489640896869
30,54,60,450,700,13,175,3,525,10,0.8973295139134642,0.24695151353794753,3.2605601196950893,0.8692838829505384
30,54,60,500,700,14,175,3,525,11,0.814975353157138,0.22735922088712165,2.9213014702550977,0.7534317079214463
30,54,60,550,700,14,175,3,525,11,0.8149753531571382,0.22735922088712165,2.921301470255099,0.7534317079214465
30,54,60,600,700,16,175,3,525,13,0.6879591446201819,0.19604007990700492,2.414239908956601,0.559257297105852
30,54,60,650,700,19,175,3,525,16,0.5562329527108808,0.16207065917273658,1.9090136318363984,0.35118014104748585
30,54,60,700,700,20,175,3,525,17,0.5226839421614408,0.15317176113738087,1.7836088151287282,0.30020159816040226
30,54,60,730,700,20,175,3,525,17,0.5226839421614409,0.15317176113738087,1.7836088151287282,0.30020159816040237
30,54,60,750,700,20,175,3,525,17,0.5226839421614408,0.15317176113738087,1.7836088151287277,0.30020159816040204
30,54,60,800,700,20,175,3,525,17,0.5226839421614408,0.15317176113738087,1.7836088151287277,0.30020159816040204
30,54,60,850,700,21,175,4,525,17,0.6966847160055805,0.23441800688062095,2.070530331583931,0.5154608897014541
30,54,60,900,700,23,175,4,525,19,0.6233299862055774,0.21205086536723067,1.8322975057431135,0.3902204665586235
30,54,60,730,700,20,175,3,525,17,0.5226839421614409,0.15317176113738087,1.7836088151287282,0.30020159816040237
30,54,60,760,700,20,175,3,525,17,0.5226839421614408,0.15317176113738087,1.7836088151287277,0.30020159816040204
30,54,60,790,700,20,175,3,525,17,0.5226839421614408,0.15317176113738087,1.7836088151287277,0.30020159816040204
30,54,60,820,700,21,175,4,525,17,0.6966847160055805,0.23441800688062095,2.070530331583931,0.5154608897014542
30,54,60,1095,700,25,175,6,525,19,0.938364686444461,0.37474909552295915,2.3496475249319597,0.8919447709699933
30,54,60,1460,700,31,175,6,525,25,0.7189335650022025,0.2949189964473526,1.7525675765651951,0.4679366993602263
30,54,60,1825,700,35,175,7,525,28,0.7515642838285896,0.3282791843671909,1.7206356650837147,0.49915753911458716
30,54,90,All,698,40,175,8,523,32,0.7556837711246828,0.34821227329349813,1.6399708044176076,0.4785499872136172
30,54,90,365,698,12,175,3,523,9,0.9964543593625581,0.26976085525772353,3.6807463756890555,0.9957489640896872
30,54,90,400,698,12,175,3,523,9,0.9964543593625583,0.2697608552577235,3.680746375689058,0.9957489640896874
30,54,90,450,698,13,175,3,523,10,0.8973295139134636,0.24695151353794725,3.2605601196950897,0.8692838829505378
30,54,90,500,698,14,175,3,523,11,0.8149753531571382,0.2273592208871216,2.921301470255098,0.7534317079214465
30,54,90,550,698,14,175,3,523,11,0.8149753531571382,0.2273592208871216,2.921301470255098,0.7534317079214465
30,54,90,600,698,16,175,3,523,13,0.6879591446201817,0.19604007990700478,2.4142399089566013,0.5592572971058516
30,54,90,650,698,19,175,3,523,16,0.5562329527108808,0.16207065917273658,1.9090136318363984,0.35118014104748585
30,54,90,700,698,20,175,3,523,17,0.5226839421614408,0.15317176113738087,1.7836088151287282,0.30020159816040226
30,54,90,730,698,20,175,3,523,17,0.5226839421614408,0.15317176113738087,1.7836088151287282,0.30020159816040226
30,54,90,750,698,20,175,3,523,17,0.5226839421614407,0.15317176113738087,1.7836088151287273,0.30020159816040193
30,54,90,800,698,20,175,3,523,17,0.5226839421614407,0.15317176113738087,1.7836088151287273,0.30020159816040193
30,54,90,850,698,21,175,4,523,17,0.6966847160055805,0.2344180068806209,2.0705303315839316,0.5154608897014542
30,54,90,900,698,23,175,4,523,19,0.6233299862055776,0.2120508653672306,1.832297505743114,0.39022046655862375
30,54,90,730,698,20,175,3,523,17,0.5226839421614408,0.15317176113738087,1.7836088151287282,0.30020159816040226
30,54,90,760,698,20,175,3,523,17,0.5226839421614407,0.15317176113738087,1.7836088151287273,0.30020159816040193
30,54,90,790,698,20,175,3,523,17,0.5226839421614407,0.15317176113738087,1.7836088151287273,0.30020159816040193
30,54,90,820,698,21,175,4,523,17,0.6966847160055805,0.2344180068806209,2.0705303315839316,0.5154608897014542
30,54,90,1095,698,25,175,6,523,19,0.9383646864444615,0.3747490955229593,2.3496475249319615,0.891944770969994
30,54,90,1460,698,31,175,6,523,25,0.7189335650022026,0.2949189964473527,1.7525675765651954,0.4679366993602263
30,54,90,1825,698,35,175,7,523,28,0.7515642838285899,0.328279184367191,1.7206356650837151,0.4991575391145876
30,54,120,All,694,36,174,7,520,29,0.7306264436147683,0.3200419929927638,1.667952993034991,0.45613148146907423
30,54,120,365,694,8,174,2,520,6,0.9970664076720054,0.201236950381729,4.940153482857685,0.9971290737002215
30,54,120,400,694,8,174,2,520,6,0.9970664076720053,0.20123695038172906,4.940153482857681,0.9971290737002214
30,54,120,450,694,9,174,2,520,7,0.8552869069989213,0.177672047162597,4.117224431000861,0.8454219160398913
30,54,120,500,694,10,174,2,520,8,0.7473154438164601,0.15869242411694015,3.5192629747406827,0.7125547372594694
30,54,120,550,694,10,174,2,520,8,0.74731544381646,0.15869242411694015,3.519262974740681,0.7125547372594694
30,54,120,600,694,12,174,2,520,10,0.5959282354440721,0.13056912976983576,2.719865426272667,0.5039673574774618
30,54,120,650,694,15,174,2,520,13,0.455614792244356,0.10281199397057136,2.0190722005769706,0.3006942963084097
30,54,120,700,694,16,174,2,520,14,0.4222788914546376,0.09596892300826047,1.8580958979065427,0.2541109791277747
30,54,120,730,694,16,174,2,520,14,0.4222788914546376,0.09596892300826051,1.8580958979065418,0.2541109791277745
30,54,120,750,694,16,174,2,520,14,0.42227889145463754,0.09596892300826043,1.8580958979065427,0.2541109791277748
30,54,120,800,694,16,174,2,520,14,0.4222788914546376,0.09596892300826047,1.8580958979065427,0.2541109791277747
30,54,120,850,694,17,174,3,520,14,0.6332392338244314,0.18197268963560614,2.2035830104919865,0.47265954447945724
30,54,120,900,694,19,174,3,520,16,0.5541774451885727,0.161471245604395,1.9019648953979107,0.3481494802164512
30,54,120,730,694,16,174,2,520,14,0.4222788914546376,0.09596892300826051,1.8580958979065418,0.2541109791277745
30,54,120,760,694,16,174,2,520,14,0.42227889145463754,0.09596892300826043,1.8580958979065427,0.2541109791277748
30,54,120,790,694,16,174,2,520,14,0.4222788914546376,0.09596892300826047,1.8580958979065427,0.2541109791277747
30,54,120,820,694,17,174,3,520,14,0.6332392338244313,0.18197268963560612,2.203583010491986,0.4726595444794571
30,54,120,1095,694,21,174,5,520,16,0.9277472618552631,0.33985623298626916,2.5325855415890306,0.8836278128541201
30,54,120,1460,694,27,174,5,520,22,0.6811376013046655,0.25792417667351936,1.798778377020235,0.4383270345045208
30,54,120,1825,694,31,174,6,520,25,0.7221392627914964,0.29623167513326765,1.7603961987874588,0.4739618859370661
30,54,150,All,693,35,173,6,520,29,0.6264668505821488,0.2600783220201268,1.5090097161113831,0.2971076551342834
30,54,150,365,693,7,173,1,520,6,0.49859698185705004,0.06002464219543968,4.141614863900789,0.5193609267548407
30,54,150,400,693,7,173,1,520,6,0.49859698185705004,0.06002464219543968,4.141614863900789,0.5193609267548407
30,54,150,450,693,8,173,1,520,7,0.427732357105011,0.05262378447256126,3.476659292909727,0.42695838562889044
30,54,150,500,693,9,173,1,520,8,0.37366720205564413,0.046733837226343694,2.98771053649723,0.35336082990897444
30,54,150,550,693,9,173,1,520,8,0.37366720205564397,0.04673383722634367,2.9877105364972287,0.3533608299089741
30,54,150,600,693,11,173,1,520,10,0.2978819075837536,0.03813089530937253,2.32707965931042,0.24821544944098406
30,54,150,650,693,14,173,1,520,13,0.22765702110928165,0.029779989921174862,1.740353821392672,0.15384783119560036
30,54,150,700,693,15,173,1,520,14,0.21098273408526494,0.02774253484772672,1.6045294464410182,0.13278590972528007
30,54,150,730,693,15,173,1,520,14,0.21098273408526494,0.02774253484772672,1.6045294464410182,0.13278590972528007
30,54,150,750,693,15,173,1,520,14,0.21098273408526488,0.02774253484772672,1.604529446441018,0.13278590972528007
30,54,150,800,693,15,173,1,520,14,0.21098273408526488,0.02774253484772672,1.604529446441018,0.13278590972528007
30,54,150,850,693,16,173,2,520,14,0.42185885758029074,0.09587352042083758,1.8562465938224622,0.2535630005312933
30,54,150,900,693,18,173,2,520,16,0.3692215098532131,0.08489203235424209,1.605857694270105,0.1840251680406474
30,54,150,730,693,15,173,1,520,14,0.21098273408526494,0.02774253484772672,1.6045294464410182,0.13278590972528007
30,54,150,760,693,15,173,1,520,14,0.21098273408526488,0.02774253484772672,1.604529446441018,0.13278590972528007
30,54,150,790,693,15,173,1,520,14,0.21098273408526488,0.02774253484772672,1.604529446441018,0.13278590972528007
30,54,150,820,693,16,173,2,520,14,0.42185885758029074,0.09587352042083758,1.8562465938224622,0.2535630005312933
30,54,150,1095,693,20,173,4,520,16,0.7419411705005015,0.24803280568895228,2.2193705342912753,0.5933903678134302
30,54,150,1460,693,26,173,4,520,22,0.5449578974904935,0.18778326202321344,1.5814993670764292,0.26409974369777045
30,54,150,1825,693,30,173,5,520,25,0.6019079692566038,0.23040918994666554,1.5723904221809524,0.3001153072229734
30,54,180,All,692,35,173,6,519,29,0.6264668505821488,0.26007832202012676,1.509009716111383,0.29710765513428317
30,54,180,365,692,7,173,1,519,6,0.4985969818570499,0.06002464219543955,4.141614863900795,0.5193609267548409
30,54,180,400,692,7,173,1,519,6,0.49859698185704987,0.06002464219543958,4.141614863900792,0.5193609267548408
30,54,180,450,692,8,173,1,519,7,0.42773235710501073,0.05262378447256126,3.476659292909721,0.4269583856288899
30,54,180,500,692,9,173,1,519,8,0.3736672020556441,0.046733837226343694,2.98771053649723,0.35336082990897444
30,54,180,550,692,9,173,1,519,8,0.37366720205564397,0.04673383722634367,2.9877105364972287,0.3533608299089741
30,54,180,600,692,11,173,1,519,10,0.29788190758375355,0.038130895309372546,2.327079659310418,0.24821544944098384
30,54,180,650,692,14,173,1,519,13,0.22765702110928157,0.02977998992117481,1.7403538213926728,0.15384783119560036
30,54,180,700,692,15,173,1,519,14,0.21098273408526494,0.02774253484772672,1.6045294464410182,0.13278590972528007
30,54,180,730,692,15,173,1,519,14,0.21098273408526488,0.02774253484772672,1.604529446441018,0.13278590972528007
30,54,180,750,692,15,173,1,519,14,0.21098273408526494,0.02774253484772672,1.6045294464410182,0.13278590972528007
30,54,180,800,692,15,173,1,519,14,0.21098273408526488,0.02774253484772672,1.604529446441018,0.13278590972528007
30,54,180,850,692,16,173,2,519,14,0.42185885758029074,0.09587352042083758,1.8562465938224622,0.2535630005312933
30,54,180,900,692,18,173,2,519,16,0.3692215098532131,0.08489203235424209,1.605857694270105,0.1840251680406474
30,54,180,730,692,15,173,1,519,14,0.21098273408526488,0.02774253484772672,1.604529446441018,0.13278590972528007
30,54,180,760,692,15,173,1,519,14,0.21098273408526494,0.02774253484772672,1.6045294464410182,0.13278590972528007
30,54,180,790,692,15,173,1,519,14,0.21098273408526488,0.02774253484772672,1.604529446441018,0.13278590972528007
30,54,180,820,692,16,173,2,519,14,0.42185885758029074,0.09587352042083758,1.8562465938224622,0.2535630005312933
30,54,180,1095,692,20,173,4,519,16,0.7419411705005018,0.2480328056889524,2.2193705342912766,0.5933903678134308
30,54,180,1460,692,26,173,4,519,22,0.5449578974904934,0.18778326202321344,1.5814993670764286,0.26409974369777045
30,54,180,1825,692,30,173,5,519,25,0.6019079692566038,0.23040918994666565,1.5723904221809524,0.3001153072229735
